College Code,College Name,Branch Code,Branch Name,OC,BC,BCM,MBC,MBCDNC,MBCV,SC,SCA,ST,Year
2723,Velalar College of Engineering and Technology (Autonomous) Thindal Post Erode District 638012,CE,CIVIL ENGINEERING,131.5,118.0,108.0,113.0,,,106.5,,,2023
2726,SNS College of Technology (Autonomous) Kalappatti Post Coimbatore District 641035,ME,MECHANICAL ENGINEERING,131.5,116.0,,107.5,,,,,,2023
4965,P S R Engineering College (Autonomous) Appayanaickenpatti Sevalpatty Virudhunagar District 626140,BT,BIO TECHNOLOGY,131.0,106.5,,,,,,,,2023
2360,Suguna College of Engineering Kalappatti Road Civil Aerodrome Post Coimbatore District 641014,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,131.0,108.5,126.0,109.0,,,109.5,112.5,,2023
2609,Mahendra Engineering College (Autonomous) Mahendhirapuri Mallasamudram Namakkal District 637503,CY,Cyber Security,131.0,94.5,,122.0,,,102.0,,106.0,2023
4965,P S R Engineering College (Autonomous) Appayanaickenpatti Sevalpatty Virudhunagar District 626140,BM,BIO MEDICAL ENGINEERING,131.0,109.0,120.0,106.5,,,,,,2023
1127,St. Peters College of Engineering and Technology College Road Avadi Chennai 600 054,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,131.0,100.0,,91.0,,,,,,2023
2729,Nehru Institute of Engineering and Technology Thirumalayampalayam Post Coimbatore District 641105,MZ,Mechatronics Engineering,131.0,120.5,120.0,113.0,,,,,,2023
2705,CSI College of Engineering Ketti The Nilgiris 643215,IT,INFORMATION TECHNOLOGY,131.0,114.0,126.5,,,,,,,2023
2708,Hindusthan College of Engineering and Technology (Autonomous) Othakkalmandapam Post Coimbatore District 641032,AG,AGRICULTURAL ENGINEERING,131.0,106.5,,96.0,,,,,,2023
5913,R V S College of Engineering N Paraipatti Post Dindigul District 624005,CS,COMPUTER SCIENCE AND ENGINEERING,131.0,119.0,119.0,,,,,118.5,,2023
4957,Jayaraj Annapackiam CSI College of Engineering Nazareth Thoothukudi District 628617,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,131.0,119.0,,,,,85.0,,,2023
4946,D M I Engineering College Aralvaimozhi Village Thovalai Kanyakumari District 629301,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,130.5,93.5,,,,,,,,2023
2736,Dr. N G P Institute of Technology (Autonomous) Kalapatti Road Coimbatore District 641035,CE,CIVIL ENGINEERING,130.5,123.5,,117.0,,,,,,2023
1507,Ganadipathy Tulsiï¿½s Jain Engineering College Kaniyambadi Vellore District 632102,CS,COMPUTER SCIENCE AND ENGINEERING,130.5,113.0,,115.0,,,,98.0,,2023
2302,Sri Shanmugha College of Engineering and Technology Morur Bit II Village Salem District 637304,IT,INFORMATION TECHNOLOGY,130.5,104.5,,86.5,,,,121.5,,2023
2302,Sri Shanmugha College of Engineering and Technology Morur Bit II Village Salem District 637304,CS,COMPUTER SCIENCE AND ENGINEERING,130.5,105.5,,,,,,,,2023
2749,Easa College of Engineering and Technology NH-47 Coimbatore-Palakkad Main Road Navakarai Post Coimbatore District 641105,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,130.0,105.5,96.5,110.5,,,98.0,124.5,,2023
2732,Info Institute of Engineering Sarkar Samakulam Coimbatore District 641107,CS,COMPUTER SCIENCE AND ENGINEERING,130.0,96.5,,99.5,,,,,,2023
1110,Prathyusha Engineering college (Autonomous) Aranvoyalkuppam Thiruvallur District 602025,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,130.0,113.0,,,,,,,,2023
4981,Ponjesly College of Engineering Vettornimadam Post Nagercoil Kanyakumari District 629003,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,130.0,102.0,124.0,,,,,,,2023
4994,J P College of Engineering College Road Ayakudy Tenkasi Taluk Tenkasi District 627852,CS,COMPUTER SCIENCE AND ENGINEERING,130.0,91.0,,,,,,,,2023
2636,A V S Engineering College Military Road Ammapet Salem District 636003,IT,INFORMATION TECHNOLOGY,130.0,108.5,112.0,111.0,,,,,,2023
1149,St. Joseph's Institute of Technology (Autonomous) Jeppiaar Nagar Old Mahabalipuram Road (OMR) Chennai 600119,ME,MECHANICAL ENGINEERING,130.0,118.0,118.5,112.0,,,,,,2023
1118,Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous) Avadi-Alamathi Road Chennai 600 062,ME,MECHANICAL ENGINEERING,130.0,105.0,91.5,110.0,,,,97.0,,2023
2749,Easa College of Engineering and Technology NH-47 Coimbatore-Palakkad Main Road Navakarai Post Coimbatore District 641105,SC,Computer Science and Engineering (Cyber Security),130.0,106.0,,,,,,117.5,121.0,2023
2741,P A College of Engineering and Technology (Autonomous) Palladam Road Pollachi Coimbatore District 642002,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,130.0,122.5,111.5,98.5,,,88.5,93.5,,2023
5907,Mohamed Sathak Engineering College Kilakarai Ramanathapuram District 623806,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,129.75,93.0,,,,,,93.0,,2023
3806,E G S Pillay Engineering College (Autonomous) Nagapattinam District 611002,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,129.5,109.0,126.0,122.0,,,91.0,,,2023
5913,R V S College of Engineering N Paraipatti Post Dindigul District 624005,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,129.5,87.0,,113.5,,,103.0,,,2023
4994,J P College of Engineering College Road Ayakudy Tenkasi Taluk Tenkasi District 627852,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,129.5,92.0,,,,,,,,2023
2734,SNS College of Engineering (Autonomous) Sathy Main Road Kurumbapalayam Post Coimbatore District 641107,ME,MECHANICAL ENGINEERING,129.5,110.5,,104.0,,,,,,2023
1405,Dhanalakshmi College of Engineering Manimangalam Chennai 601301,SC,Computer Science and Engineering (Cyber Security),129.5,124.5,,107.5,,,,,,2023
2708,Hindusthan College of Engineering and Technology (Autonomous) Othakkalmandapam Post Coimbatore District 641032,CE,CIVIL ENGINEERING,129.5,102.0,,94.5,,,,,,2023
2715,Nandha Engineering College (Autonomous) Pitchandampalayam Post Erode District 638052,AG,AGRICULTURAL ENGINEERING,129.5,121.0,105.5,109.0,,,,,,2023
2345,Dhirajlal Gandhi College of Technology Sikkanampatty (Opp. to Airport) Omalur Taluk Salem District 636309,IT,INFORMATION TECHNOLOGY,129.5,108.5,93.5,123.5,,,,,,2023
4965,P S R Engineering College (Autonomous) Appayanaickenpatti Sevalpatty Virudhunagar District 626140,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,129.5,118.0,,117.0,,,,,,2023
3805,Dhanalakshmi Srinivasan Engineering College (Autonomous) Thuraiyur Road Perambalur District 621212,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,129.0,98.0,94.0,115.0,,,,,,2023
1523,Global Institute of Engineering and Technology Bangalore-Chennai Highway Melvisharam Walajah Taluk Ranipet District 632506,IT,INFORMATION TECHNOLOGY,129.0,108.5,,115.5,,,,,,2023
5832,N P R College of Engineering and Technology (Autonomous) Natham Dindigul District 624401,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,129.0,117.5,120.0,,,,,,,2023
2745,Kathir College of Engineering Neelambur Avinashi Road Coimbatore District 641062,CO,COMPUTER AND COMMUNICATION ENGINEERING,129.0,117.0,121.0,114.0,,,114.5,,,2023
5842,"SRM Madurai College for Engineering and Technology (Formely Madurai Institute of Engineering and Technology), Pottapalayam Village Manamadurai Taluk Sivagangai District 630611",ME,MECHANICAL ENGINEERING,128.5,107.0,,,,,,,,2023
2743,Dhanalakshmi Srinivasan College of Engineering (CBE) NH47 Palakkad Main Road Navakkarai Post Near Nandhi Temple Coimbatore District 641105,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,128.5,112.5,108.0,115.5,,,,,,2023
1501,Adhiparasakthi College of Engineering Kalavai Ranipet District 632506,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,128.5,111.5,119.0,109.5,,,,,,2023
2621,Er. Perumal Manimekalai College of Engineering (Autonomous) Near Koneripalli Hosur Krishnagiri District 635117,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,128.5,113.0,,121.0,,,94.5,97.5,,2023
2607,K S Rangasamy College of Technology (Autonomous) Tiruchengode Namakkal District 637215,MZ,Mechatronics Engineering,128.5,103.0,122.0,103.0,,,,,,2023
4953,CAPE Institute of Technology Levingipuram Tirunelveli District 627114,CS,COMPUTER SCIENCE AND ENGINEERING,128.5,104.5,,,,,,,,2023
2713,M P Nachimuthu M Jaganathan Engineering College Chennimalai Erode District 638112,IT,INFORMATION TECHNOLOGY,128.5,93.0,,,,,,96.0,,2023
1207,Kings Engineering College Sriperumpudur Taluk Kancheepuram District 602105,AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),128.5,115.0,,106.5,,,94.0,,,2023
2601,Adhiyamaan College of Engineering (Autonomous) Hosur Krishnagiri District 635109,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,128.5,101.5,,117.5,,,,,,2023
1311,K C G College of Technology (Autonomous) Karappakkam Chennai 600096,AU,AUTOMOBILE ENGINEERING,128.5,103.5,118.5,95.5,,,,,,2023
2731,R V S College of Engineering and Technology Kannampalayam Sulur Coimbatore District 641402,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,128.5,111.5,123.0,100.5,,,89.0,,,2023
2744,Adithya Institute of Technology Kurumbapalayam Village Coimbatore District 641107,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,128.5,119.5,126.0,96.0,,,,100.0,,2023
1207,Kings Engineering College Sriperumpudur Taluk Kancheepuram District 602105,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,128.5,105.5,,107.0,,,109.5,,,2023
2776,R V S Technical Campus-Coimbatore Kumaran Kottam Campus Kannampalayam Sulur Coimbatore District 641 402,MZ,Mechatronics Engineering,128.0,109.0,,107.5,,,91.0,,,2023
2623,Mahendra College of Engineering Attur Road Minnampalli Valapady Salem District 636106,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,128.0,86.0,105.0,109.0,,,82.5,98.0,108.0,2023
3807,J J College of Engineering and Technology Poolankulathupatti Post Tiruchirappalli District 620009,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,128.0,110.0,125.0,,,,95.5,,,2023
3701,K Ramakrishnan College of Technology (Autonomous) Kariyamanickam Road Samayapuram Manachanallur Taluk Tiruchirappalli District 621112,ME,MECHANICAL ENGINEERING,128.0,119.0,127.5,,,,,,,2023
2749,Easa College of Engineering and Technology NH-47 Coimbatore-Palakkad Main Road Navakarai Post Coimbatore District 641105,CS,COMPUTER SCIENCE AND ENGINEERING,128.0,108.0,102.5,92.5,,,,,,2023
2707,Erode Sengunthar Engineering College (Autonomous) Thudupathi Post Erode District 638057,RM,ROBOTICS AND AUTOMATION,128.0,108.5,,86.0,,,106.0,,,2023
1523,Global Institute of Engineering and Technology Bangalore-Chennai Highway Melvisharam Walajah Taluk Ranipet District 632506,CS,COMPUTER SCIENCE AND ENGINEERING,128.0,95.0,,114.5,,,,,,2023
1123,Gojan School of Business and Technology Alamathi Chennai 600062,AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),128.0,102.0,,,,,108.0,,,2023
3018,University College of Engineering Thirukkuvalai Nagappattinam District 610204,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,128.0,97.5,,100.5,,,,,,2023
2347,AVS College of Technology Attur Main Road Near AVS College of Arts & Science Chinnagoundapuram Salem District 636106,IT,INFORMATION TECHNOLOGY,128.0,85.0,,92.0,,,,,,2023
5502,Sri Raajaraajan College of Engineering & Technology Amaravathi Village Amaravathi Pudur Post Karaikudi Sivagangai District 630301,CS,COMPUTER SCIENCE AND ENGINEERING,128.0,99.0,,,,,,,,2023
2769,J C T College of Engineering and Technology Pichanur Coimbatore District 641105,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,128.0,100.5,,,,,,101.0,,2023
5862,"R V S Educational Trust's Groups of Institutions, (Integrated Campus) N Paraipatti Post Vedasandur Taluk Dindigul District 624005",CS,COMPUTER SCIENCE AND ENGINEERING,127.5,113.0,,,,,104.0,120.0,,2023
4959,Kamaraj College of Engineering and Technology (Autonomous) Virudhunagar District 626001,ME,MECHANICAL ENGINEERING,127.5,114.0,111.0,106.0,,,,,,2023
1015,University College of Engineering Arni Arni to Devikapuram Road Thatchur Arni Thiruvannamalai District 632326,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,127.5,102.5,,107.5,,,,,,2023
4966,PET Engineering College Vallioor Post Tirunelveli District 627117,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,127.0,116.0,127.0,,,,,,,2023
1126,J N N Institute of Engineering Ushaa Garden Kannigaipair Village (Autonomous) Uthukottai Taluk Thiruvallur District 601102,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,127.0,101.5,,,,,,,,2023
4670,Rohini College of Engineering & Technology Anjugramam-Kanyakumari Main Road Palkulam Variyoor Post Kanyakumari District 629401,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,127.0,111.0,,,,,,,,2023
2743,Dhanalakshmi Srinivasan College of Engineering (CBE) NH47 Palakkad Main Road Navakkarai Post Near Nandhi Temple Coimbatore District 641105,ME,MECHANICAL ENGINEERING,127.0,108.0,,95.0,,,125.5,,,2023
3806,E G S Pillay Engineering College (Autonomous) Nagapattinam District 611002,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,127.0,108.5,125.0,110.0,,,92.5,,,2023
2623,Mahendra College of Engineering Attur Road Minnampalli Valapady Salem District 636106,CS,COMPUTER SCIENCE AND ENGINEERING,127.0,97.5,,115.5,,,90.5,89.0,110.5,2023
4993,Loyola Institute of Technology and Science Loyola Nagar P B No.2 Thovalai Kanyakumari District 629302,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,127.0,109.0,123.0,,,,,,,2023
4917,Sethu Institute of Technology (Autonomous) Kariapatti Post Virudhunagar District 626115,ME,MECHANICAL ENGINEERING,127.0,109.0,124.0,,,,,,,2023
2707,Erode Sengunthar Engineering College (Autonomous) Thudupathi Post Erode District 638057,CD,COMPUTER SCIENCE AND DESIGN,127.0,115.5,,113.5,,,,94.0,,2023
4953,CAPE Institute of Technology Levingipuram Tirunelveli District 627114,AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),127.0,94.0,,,,,,96.5,,2023
2608,M Kumarasamy College of Engineering (Autonomous) Thalavapalayam Karur District 639113,ME,MECHANICAL ENGINEERING,127.0,97.5,114.5,105.0,,,,,,2023
2617,Sengunthar Engineering College (Autonomous) Tiruchengode Namakkal District 637205,SC,Computer Science and Engineering (Cyber Security),127.0,93.0,,99.5,,,,123.5,,2023
5912,Pandian Saraswathi Yadav Engineering College Thirumansolai Post Sivagangai District 630 561,IT,INFORMATION TECHNOLOGY,127.0,113.5,,,,,,,,2023
2747,Shree Venkateshwara Hi-Tech Engineering College (Autonomous) Othakuthirai K Mettupalayam Post Gobichettipalayam Erode District 638455,CS,COMPUTER SCIENCE AND ENGINEERING,126.5,95.5,,111.0,,,,,,2023
2740,Hindusthan Institute of Technology (Autonomous) Othakkalmandapam Coimbatore District 641032,ME,MECHANICAL ENGINEERING,126.0,107.0,108.5,109.5,,,,,,2023
5536,Mangayarkarasi College of Engineering First Street Mangayarkarasi Nagar Paravai Madurai District 625402,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,126.0,108.5,,,,,,,,2023
2639,R P Sarathy Institute of Technology Poosaripatty Kadaympatty Taluk Salem Tamil Nadu-636305,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,126.0,102.0,101.0,117.5,,,,,,2023
2656,Builders Engineering college Nathakadaiyur Erode Road Palayakottai Village Kangeyam Tiruppur District 638108,CE,CIVIL ENGINEERING,125.5,106.0,,111.0,,,,,118.0,2023
2706,Dr. Mahalingam College of Engineering and Technology (Autonomous) Mackinaickenpatti Post Pollachi Taluk Coimbatore District 642003,CE,CIVIL ENGINEERING,125.5,106.0,96.0,,,,,,,2023
2747,Shree Venkateshwara Hi-Tech Engineering College (Autonomous) Othakuthirai K Mettupalayam Post Gobichettipalayam Erode District 638455,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,125.5,88.0,,108.0,,,,112.0,,2023
2707,Erode Sengunthar Engineering College (Autonomous) Thudupathi Post Erode District 638057,BT,BIO TECHNOLOGY,125.5,89.0,,,,,111.0,125.0,,2023
4675,Universal College of Engineering and Technology Anbagam Campus Radhapuram Road Vallioor Tirunelveli District 627117,CS,COMPUTER SCIENCE AND ENGINEERING,125.5,88.5,,,,,,,,2023
1316,Agni College of Technology Old Mahabalipuram Road (OMR) Thalambur Village Chengalpattu District 603103,ME,MECHANICAL ENGINEERING,125.5,109.5,106.0,117.5,,,,,,2023
1306,Jeppiaar Engineering College Old Mahabalipuram Road (OMR) Chennai 600119,ME,MECHANICAL ENGINEERING,125.5,106.5,123.0,103.0,,,,,,2023
4672,Stella Mary's College of Engineering Arunthengan Vilai Azhikal Post Kanyakumari District 629202,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,125.0,114.5,,103.5,,,,118.0,,2023
2732,Info Institute of Engineering Sarkar Samakulam Coimbatore District 641107,IT,INFORMATION TECHNOLOGY,125.0,107.0,,108.0,,,,91.0,,2023
1405,Dhanalakshmi College of Engineering Manimangalam Chennai 601301,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,125.0,89.0,,,,,,,,2023
4995,P.S.R.R College of Engineering Appayanaickenpatti Sevalpatti Virudhunagar District 626140,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,125.0,116.0,,,,,,,,2023
4975,Dr. G U Pope College of Engineering Sawyerpuram Thoothukudi District 628251,CS,COMPUTER SCIENCE AND ENGINEERING,124.5,99.0,,,,,,,,2023
2732,Info Institute of Engineering Sarkar Samakulam Coimbatore District 641107,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,124.5,93.0,,,,,,,,2023
3844,Shivani Engineering College Trichy-Dindigul NH Road Poolangulathupatti Tiruchirappalli - 620009,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,124.5,105.0,,98.5,,,,,,2023
2360,Suguna College of Engineering Kalappatti Road Civil Aerodrome Post Coimbatore District 641014,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,124.0,102.0,,108.5,,,101.5,,,2023
2656,Builders Engineering college Nathakadaiyur Erode Road Palayakottai Village Kangeyam Tiruppur District 638108,ME,MECHANICAL ENGINEERING,124.0,94.5,94.0,112.0,,,80.0,,,2023
2623,Mahendra College of Engineering Attur Road Minnampalli Valapady Salem District 636106,BM,BIO MEDICAL ENGINEERING,124.0,104.5,111.0,107.5,,,96.0,118.0,,2023
4955,Francis Xavier Engineering College (Autonomous) Vannarpettai Tirunelveli District 627003,ME,MECHANICAL ENGINEERING,124.0,108.5,120.5,,,,,,,2023
2624,Gnanamani College of Technology (Autonomous) Pachal Post Namakkal District 637018,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,124.0,98.5,,109.5,,,,109.5,,2023
2761,United Institute of Technology Gadalore Village Perianaickenpalayam Coimbatore District 641020,SC,Computer Science and Engineering (Cyber Security),123.5,97.0,,,,,,,,2023
2708,Hindusthan College of Engineering and Technology (Autonomous) Othakkalmandapam Post Coimbatore District 641032,AU,AUTOMOBILE ENGINEERING,123.5,92.0,119.0,103.0,,,,,,2023
2707,Erode Sengunthar Engineering College (Autonomous) Thudupathi Post Erode District 638057,CJ,M.Tech. Computer Science and Engineering (Integrated 5 years),123.5,107.0,,,,,,,,2023
4972,AMRITA College of Engineering and Technology Erachakulam Post Kanyakumari District 629902,CE,CIVIL ENGINEERING,123.0,103.5,,,,,,,,2023
2651,Jai Shriram Engineering College Dharapuram Road Avinashi Palayam Tiruppur District 638660,CE,CIVIL ENGINEERING,123.0,91.0,,,,,,90.0,,2023
2650,Christ The King Engineering College Cecilia Gardens Chikkarampalayam Village Coimbatore District 641104,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,123.0,101.5,,82.0,,,92.0,110.0,,2023
2613,K S R College of Engineering (Autonomous) Tiruchengode Namakkal District 637215,AU,AUTOMOBILE ENGINEERING,123.0,95.5,,97.0,,,,,,2023
2302,Sri Shanmugha College of Engineering and Technology Morur Bit II Village Salem District 637304,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,123.0,101.0,,,,,,,,2023
4972,AMRITA College of Engineering and Technology Erachakulam Post Kanyakumari District 629902,ME,MECHANICAL ENGINEERING,123.0,116.0,,,,,,,,2023
1431,New Prince Shri Bhavani College of Engineering and Technology (Autonomous) Vengaivasal Main Road Gowrivakkam Chennai 600073,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,123.0,116.0,,111.0,,,,,,2023
2752,Nandha College of Technology Pitchandampalayam Post Erode District 638052,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,122.5,92.0,,99.0,,,,,,2023
2630,Chettinad College of Engineering and Technology NH-67 Trichy Main Road Puliyur C F Karur District 639114,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,122.5,93.5,,106.5,,,,115.5,,2023
3807,J J College of Engineering and Technology Poolankulathupatti Post Tiruchirappalli District 620009,ME,MECHANICAL ENGINEERING,122.5,104.5,112.5,,,,95.0,,,2023
4680,AAA College of Engineering and Technology Kamarajar Educational Road Amathur Village Sivakasi Virudhunagar District 626005,ME,MECHANICAL ENGINEERING,122.5,85.0,92.0,,,,,,,2023
2715,Nandha Engineering College (Autonomous) Pitchandampalayam Post Erode District 638052,ME,MECHANICAL ENGINEERING,122.0,86.5,100.5,105.5,,,,101.0,,2023
2707,Erode Sengunthar Engineering College (Autonomous) Thudupathi Post Erode District 638057,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,122.0,95.5,,93.0,,,100.5,103.5,,2023
5530,SSM Institute of Engineering and Technology Kuttathupatti Village Sindalaigundu Post Dindigul District 624002,ME,MECHANICAL ENGINEERING,122.0,116.0,108.5,,,,,,,2023
4999,Annai Vailankanni College of Engineering Pothaiyadi Salai Pottalkulam Azhagappapuram Kanyakumari District 629401,CS,COMPUTER SCIENCE AND ENGINEERING,121.5,101.5,,,,,,,,2023
2753,PPG Institute of Technology Vilankurichi Village Coimbatore District 641035,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,121.5,103.0,,,,,,99.0,,2023
2632,Mahendra Institute of Technology (Autonomous) Mahendhirapuri Mallasamudram Namakkal District 637503,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,121.5,98.0,,112.5,,,96.0,91.5,,2023
2357,V S B College of Engineering Technical Campus Ealur Pirivu Solavampalayam Post Coimbatore District 642109,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,121.0,105.5,,,,,95.5,,,2023
1127,St. Peters College of Engineering and Technology College Road Avadi Chennai 600 054,CH,CHEMICAL ENGINEERING,121.0,95.0,,,,,,,,2023
4670,Rohini College of Engineering & Technology Anjugramam-Kanyakumari Main Road Palkulam Variyoor Post Kanyakumari District 629401,CE,CIVIL ENGINEERING,121.0,100.0,,,,,,,,2023
2763,Akshaya College of Engineering and Technology Kinathukadavu Coimbatore District 642109,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,120.5,107.0,94.5,98.5,,,,97.0,,2023
2747,Shree Venkateshwara Hi-Tech Engineering College (Autonomous) Othakuthirai K Mettupalayam Post Gobichettipalayam Erode District 638455,IT,INFORMATION TECHNOLOGY,120.0,95.0,,106.0,,,,110.5,,2023
2650,Christ The King Engineering College Cecilia Gardens Chikkarampalayam Village Coimbatore District 641104,IT,INFORMATION TECHNOLOGY,119.5,98.5,,,,,97.0,102.5,,2023
2673,Sree Sakthi Engineering College Bettathapuram Bilichi Village Karamadai Coimbatore District 641104,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,119.0,107.0,,104.5,,,103.0,,,2023
4672,Stella Mary's College of Engineering Arunthengan Vilai Azhikal Post Kanyakumari District 629202,ME,MECHANICAL ENGINEERING,119.0,109.0,118.0,,,,,,,2023
2357,V S B College of Engineering Technical Campus Ealur Pirivu Solavampalayam Post Coimbatore District 642109,ME,MECHANICAL ENGINEERING,119.0,101.0,,,,,,89.5,,2023
3841,CARE College of Engineering Thayanoor Village Kuttappatti Srirangam Taluk Tiruchirappalli District 620009,ME,MECHANICAL ENGINEERING,119.0,95.5,,110.5,,,,,,2023
3807,J J College of Engineering and Technology Poolankulathupatti Post Tiruchirappalli District 620009,AE,AERONAUTICAL ENGINEERING,118.5,96.0,108.5,,,,98.5,,,2023
5703,Christian College of Engineering and Technology Oddanchatram Dindigul District 624619,IT,INFORMATION TECHNOLOGY,118.5,98.5,108.0,,,,,91.0,,2023
2613,K S R College of Engineering (Autonomous) Tiruchengode Namakkal District 637215,ME,MECHANICAL ENGINEERING,118.5,103.0,,100.5,,,97.0,,,2023
3829,M.A.M. College of Engineering and Technology Trichy-Chennai Trunk Road Siruganur Tiruchirappalli District 621105,ME,MECHANICAL ENGINEERING,118.5,85.0,113.5,,,,,,,2023
2621,Er. Perumal Manimekalai College of Engineering (Autonomous) Near Koneripalli Hosur Krishnagiri District 635117,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,118.5,104.5,107.0,115.0,,,,,,2023
4917,Sethu Institute of Technology (Autonomous) Kariapatti Post Virudhunagar District 626115,BM,BIO MEDICAL ENGINEERING,118.0,99.0,117.0,,,,,,,2023
2729,Nehru Institute of Engineering and Technology Thirumalayampalayam Post Coimbatore District 641105,ME,MECHANICAL ENGINEERING,117.5,107.0,91.5,100.5,,,,,,2023
3806,E G S Pillay Engineering College (Autonomous) Nagapattinam District 611002,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,117.5,97.5,114.5,102.5,,,88.5,,,2023
2613,K S R College of Engineering (Autonomous) Tiruchengode Namakkal District 637215,SF,Safety and Fire Engineering,117.5,99.0,,100.5,,,,115.5,,2023
2659,Salem College of Engineering and Technology Salem-Attur Main Road NH-68 Mettupatty Perumapalayam Salem District 636111,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,117.0,93.0,,,,,,,104.5,2023
1241,T J S Engineering College Peruvoyal Near Kavaraipettai Gummidipoondi Taluk Thiruvallur District 601206,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,116.5,92.0,,,,,,,,2023
4966,PET Engineering College Vallioor Post Tirunelveli District 627117,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,116.5,91.0,98.0,,,,,,,2023
2763,Akshaya College of Engineering and Technology Kinathukadavu Coimbatore District 642109,MZ,Mechatronics Engineering,116.5,103.0,,104.0,,,,,,2023
5832,N P R College of Engineering and Technology (Autonomous) Natham Dindigul District 624401,ME,MECHANICAL ENGINEERING,116.5,104.0,107.0,,,,,,,2023
2745,Kathir College of Engineering Neelambur Avinashi Road Coimbatore District 641062,ME,MECHANICAL ENGINEERING,116.0,91.0,100.5,92.5,,,,,,2023
4964,PSN College of Engineering and Technology (Autonomous) Melathediyoor Tirunelveli-627 152,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,115.5,94.0,88.0,,,,92.0,,,2023
1437,Rrase College of Engineering Padappai Kancheepuram 601301,SC,Computer Science and Engineering (Cyber Security),115.5,92.5,,,,,111.0,,,2023
2328,K S R Institute for Engineering and Technology (Autonomous) Thokkavadi Namakkal District 637215,ME,MECHANICAL ENGINEERING,114.5,94.5,,,,,,98.0,,2023
4672,Stella Mary's College of Engineering Arunthengan Vilai Azhikal Post Kanyakumari District 629202,CE,CIVIL ENGINEERING,114.0,104.0,,,,,,,,2023
