College Code,College Name,Branch Code,Branch Name,OC,BC,BCM,MBC,MBCDNC,MBCV,SC,SCA,ST
1399,"Chennai Institute of Technology, Puduper Village, Nandambakkam Post, Kundrathur, Chennai 600069",CS,COMPUTER SCIENCE AND ENGINEERING,195.5,193.5,193.5,191.5,,,175,154.5,128.5
2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,195.5,194.5,194.5,193,,,183.5,166.755,
1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Kalavakkam, Old Mahabalipuram Road (OMR), Chengalpattu District 603110",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,195.5,195,192.5,191.5,,,179.5,158.5,174.5
2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",IT,INFORMATION TECHNOLOGY,195.5,194,195,193.5,,,185,181.79,162.78
1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",ME,MECHANICAL ENGINEERING,195.5,193,191.5,190,,,185,184.5,160.37
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post, Coimbatore District 641006",CS,COMPUTER SCIENCE AND ENGINEERING,195.5,194.5,193,191.5,,,174,172.5,162
1219,"Sri Venkateswara College of Engineering (Autonomous), Post Bag No.1, Chennai-Bengaluru High Road, Pennalur, Irungattukottai S.O., Sriperumbudur Taluk, Kancheepuram District 602105",CS,COMPUTER SCIENCE AND ENGINEERING,195.5,193.295,189,190,,,175.5,152.5,171.5
2377,"PSG Institute of Technology and Applied Research, Avinashi Road, Neelambur, Coimbatore 641062",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,195.5,194.5,192.5,191,,,174.295,166,172.67
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post, Coimbatore District 641006",IT,INFORMATION TECHNOLOGY,195.0,194,192.5,190.5,,,172.5,166,
5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai District 625015",IM,INFORMATION TECHNOLOGY (SS),195.0,194.5,194.5,190.5,,,175.5,161.5,139.5
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",RA,ROBOTICS AND AUTOMATION (SS),194.5,193,192.5,188.5,,,173.5,,167
2377,"PSG Institute of Technology and Applied Research, Avinashi Road, Neelambur, Coimbatore 641062",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,194.5,193.5,189.3333333,189.5,,,170.5,150,
4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",AE,AERONAUTICAL ENGINEERING,194.5,193,192,190,,,187.5,172.975,
5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai District 625015",CW,Computer Science and Business System (SS),194.5,193.71,189.5,189.5,,,170,123.5,165.5
5012,"Central Electrochemical Research Institute CECRI), Karaikudi, Sivagangai District 630006",CC,CHEMICAL AND ELECTRO CHEMICAL ENGINEERING (SS),194.5,193.5,192.5,188,,,173.5,161.43,
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,194.0,193,192,189,,,177.78,171.5,149.22
2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",IB,INDUSTRIAL BIO TECHNOLOGY,194.0,191.5,186.5,186.405,,,175,167,
2718,"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District 641008",CS,COMPUTER SCIENCE AND ENGINEERING,194.0,193,189.5,188.5,,,168,159.5,160.5
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post, Coimbatore District 641006",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,194.0,193.5,188.5,189.5,,,169.5,169.355,
1399,"Chennai Institute of Technology, Puduper Village, Nandambakkam Post, Kundrathur, Chennai 600069",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,194.0,191,191.93,188.5,,,167.5,150,
2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CH,CHEMICAL ENGINEERING,194.0,191,179.395,186.5,,,180.5,180,160.78
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",ME,MECHANICAL ENGINEERING,194.0,192.5,187,189.5,,,176.5,171,168.5
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post, Coimbatore District 641006",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,193.6666667,192.5,188.5,188.5,,,167,161.5,148.76
1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CE,CIVIL ENGINEERING,193.5,191.5,186.755,189,,,183.5,174,
1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Kalavakkam, Old Mahabalipuram Road (OMR), Chengalpattu District 603110",BM,BIO MEDICAL ENGINEERING,193.5,191.87,193,189,,,176,121,
5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai District 625015",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,193.5,193,190,187,,,180,173,169.5
2615,"Government College of Engineering (Autonomous), Karuppur, Salem District 636011",CS,COMPUTER SCIENCE AND ENGINEERING,193.5,192,191.5,189.5,,,181,178.295,
2377,"PSG Institute of Technology and Applied Research, Avinashi Road, Neelambur, Coimbatore 641062",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,193.43,191,190,188,,,164,138.5,168.5
1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",CS,COMPUTER SCIENCE AND ENGINEERING,193.08,190.635,189.5,188,,,172.5,117.5,135
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",BS,BIO TECHNOLOGY (SS),193.0,191,184.81,189,,,170.5,172.5,
2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,193.0,191.5,191,188.5,,,178.97,176.635,
1399,"Chennai Institute of Technology, Puduper Village, Nandambakkam Post, Kundrathur, Chennai 600069",IT,INFORMATION TECHNOLOGY,193.0,192,190,189,,,169,143,132
1219,"Sri Venkateswara College of Engineering (Autonomous), Post Bag No.1, Chennai-Bengaluru High Road, Pennalur, Irungattukottai S.O., Sriperumbudur Taluk, Kancheepuram District 602105",IT,INFORMATION TECHNOLOGY,193.0,192,187,187.5,,,167.5,122.5,
1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",GI,GEO INFORMATICS,193.0,190,188.5,189.5,,,177.5,180.715,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CE,CIVIL ENGINEERING,193.0,191,185.75,184,,,172.5,180,
5901,"Alagappa Chettair Government College of Engineering and Technology (Autonomous), Karaikudi, Sivagangai District 630004",CS,COMPUTER SCIENCE AND ENGINEERING,192.5,190,192,188,,,174.045,166.5,
1399,"Chennai Institute of Technology, Puduper Village, Nandambakkam Post, Kundrathur, Chennai 600069",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,192.5,191,190,188.365,,,167.5,139.5,166.525
2718,"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District 641008",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,192.5,191.5,186.23,186.635,,,169.7,151.5,
2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",IS,INDUSTRIAL BIO TECHNOLOGY (SS),192.5,190,,184,,,173,,
1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",CS,COMPUTER SCIENCE AND ENGINEERING,192.5,190,183.5,186.995,,,166.5,144.5,141
2718,"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District 641008",IT,INFORMATION TECHNOLOGY,192.5,191.5,186.5,187,,,166.42,152.5,124
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",BY,BIO MEDICAL ENGINEERING (SS),192.5,190.78,187.04,186,,,168,167.5,
5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai District 625015",EY,ELECTRICAL AND ELECTRONICS ENGINEERING (SS),192.0,191,189.06,185,,,166.5,166.5,
1399,"Chennai Institute of Technology, Puduper Village, Nandambakkam Post, Kundrathur, Chennai 600069",SC,Computer Science and Engineering (Cyber Security),192.0,190,191,187.5,,,177.35,147,118.5
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",EY,ELECTRICAL AND ELECTRONICS ENGINEERING (SS),192.0,191.5,191,188.5,,,169.5,155.5,164
2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,192.0,189.5,188.5,185,,,172.56,150.5,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",IY,INSTRUMENTATION AND CONTROL ENGINEERING (SS),192.0,190.5,189.5,185.5,,,168,148,124
1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Kalavakkam, Old Mahabalipuram Road (OMR), Chengalpattu District 603110",ME,MECHANICAL ENGINEERING,192.0,190,188,187,,,171,150,
1399,"Chennai Institute of Technology, Puduper Village, Nandambakkam Post, Kundrathur, Chennai 600069",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,192.0,190,187.5,187,,,163,142.5,
1399,"Chennai Institute of Technology, Puduper Village, Nandambakkam Post, Kundrathur, Chennai 600069",AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),192.0,191,187.67,188.3333333,,,170,165.51,
2615,"Government College of Engineering (Autonomous), Karuppur, Salem District 636011",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,191.5,190,180.5,187.845,,,175.5,166.07,
1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",MA,MATERIAL SCIENCE AND ENGINEERING (SS),191.5,188,185,187.5,,,173.5,171,
1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",IT,INFORMATION TECHNOLOGY,191.5,189.5,187,186.5,,,165.315,106,155.5
1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",IE,INDUSTRIAL ENGINEERING,191.5,188,182.5,185,,,175,184.5,161.5
1219,"Sri Venkateswara College of Engineering (Autonomous), Post Bag No.1, Chennai-Bengaluru High Road, Pennalur, Irungattukottai S.O., Sriperumbudur Taluk, Kancheepuram District 602105",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,191.5,189,179.5,183.5,,,161.5,,112.5
1219,"Sri Venkateswara College of Engineering (Autonomous), Post Bag No.1, Chennai-Bengaluru High Road, Pennalur, Irungattukottai S.O., Sriperumbudur Taluk, Kancheepuram District 602105",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,191.5,190.5,184,183,,,166,121.5,
4974,"Government College of Engineering, Tirunelveli District 627007",CS,COMPUTER SCIENCE AND ENGINEERING,191.5,186,188.295,182,,,175,153.22,
2718,"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District 641008",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,191.5,190,183.5,186,,,152.5,154,144
4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",AU,AUTOMOBILE ENGINEERING,191.5,187,180,185.5,,,172.5,165,
3,"School of Architecture and Planning, Anna University,Chennai 600025",BP,B.Plan,191.465,186.095,183.5,180,,,169.55,142.5,181
2718,"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District 641008",SC,Computer Science and Engineering (Cyber Security),191.0,190.44,184,185.5,,,159.5,124,161
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",MF,MECHANICAL ENGINEERING (SS),191.0,189.5,188,185,,,169,161,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",ES,ELECTRICAL AND ELECTRONICS (SANDWICH) (SS),191.0,189.5,190,182.325,,,162.175,170,165
1450,"Loyola ICAM College of Engineering and Technology, Loyola College Campus, Nungambakkam, Chennai 600034",CS,COMPUTER SCIENCE AND ENGINEERING,191.0,188,189,187.5,,,171.5,183.99,154.5
1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,191.0,189.33,190,188.5,,,164,134.5,
2711,"Kongu Engineering College (Autonomous), Perundurai, Erode District 638052",CS,COMPUTER SCIENCE AND ENGINEERING,190.67,188,180,181,,,134,128,152.5
2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",FS,FOOD TECHNOLOGY (SS),190.505,187,189.5,185.5,,,170.295,168.5,165
1399,"Chennai Institute of Technology, Puduper Village, Nandambakkam Post, Kundrathur, Chennai 600069",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,190.5,189,188,185.845,,,163,,
1419,"Sri Sai Ram Enginering College (Autonomous), West Tambaram, Chennai 600044",CS,COMPUTER SCIENCE AND ENGINEERING,190.0,186.5,184.5,182,,,161,,
5901,"Alagappa Chettair Government College of Engineering and Technology (Autonomous), Karaikudi, Sivagangai District 630004",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,190.0,188.5,187,186.5,,,170.5,93,145.5
1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,190.0,188,184.38,184,,,162,101,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CN,CIVIL ENGINEERING (SS),190.0,189,172.385,177.5,,,166.37,147.5,
1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,190.0,187.5,181.34,182,,,161.5,,
2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",CS,COMPUTER SCIENCE AND ENGINEERING,190.0,187.5,182.5,181,,,137,139.5,165
1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Kalavakkam, Old Mahabalipuram Road (OMR), Chengalpattu District 603110",CH,CHEMICAL ENGINEERING,190.0,188.72,186,184.615,,,165.5,155,
2718,"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District 641008",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,190.0,190,186.5,186,,,163,118.5,
2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CL,CHEMICAL ENGINEERING (SS),190.0,189,179,185,,,171.5,151,
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post, Coimbatore District 641006",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,190.0,188.5,183.645,183.955,,,157.5,130,
1317,"St. Josephâ€™s College of Engineering (Autonomous), Old Mahabalipuram Road (OMR), Chennai 600 119",CS,COMPUTER SCIENCE AND ENGINEERING,190.0,187.5,187,184.5,,,161.5,,132
1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",AL,Artificial Intelligence and Machine Learning,190.0,187,178,182,,,161.5,,115.5
1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",MI,MINING ENGINEERING,189.615,182.67,182.41,179.66,,,174.5,159.5,130
1399,"Chennai Institute of Technology, Puduper Village, Nandambakkam Post, Kundrathur, Chennai 600069",MZ,Mechatronics Engineering,189.5,186.5,187.965,184.5,,,160.5,132,
1219,"Sri Venkateswara College of Engineering (Autonomous), Post Bag No.1, Chennai-Bengaluru High Road, Pennalur, Irungattukottai S.O., Sriperumbudur Taluk, Kancheepuram District 602105",BT,BIO TECHNOLOGY,189.5,183,177.5,163.5,,,159,,
1304,"Easwari Engineering College (Autonomous), Ramapuram, Chennai 600089",CS,COMPUTER SCIENCE AND ENGINEERING,189.5,185.5,186,184,,,162.5,108,
1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",IT,INFORMATION TECHNOLOGY,189.5,187.725,182.315,183,,,168,143,
1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",MN,MANUFACTURING ENGINEERING,189.5,185.95,186.5,182.5,,,177,155.5,
5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai District 625015",ME,MECHANICAL ENGINEERING,189.5,186,183.5,181.405,,,165.03,148,145.5
5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai District 625015",MG,MECHATRONICS (SS),189.5,187.5,188,185,,,158.5,158,
1304,"Easwari Engineering College (Autonomous), Ramapuram, Chennai 600089",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,189.3333333,185,179,177.5,,,167.5,136,
2739,"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore District 641202",CS,COMPUTER SCIENCE AND ENGINEERING,189.0,182.78,183.5,178.56,,,132.5,,159.5
5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai District 625015",CE,CIVIL ENGINEERING,189.0,184.5,,182.5,,,160.175,161.985,
1432,"Rajalakshmi Institute of Technology, Irulapalayam, Kuthampakkam Post, Kancheepuram District, Chennai 600124",CS,COMPUTER SCIENCE AND ENGINEERING,189.0,182,183.5,180,,,135.5,,
2722,"Sri Krishna College of Technology (Autonomous) , Kovaipudur Post, Coimbatore District 641042",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,189.0,184.955,183,178.605,,,156,129,
2722,"Sri Krishna College of Technology (Autonomous) , Kovaipudur Post, Coimbatore District 641042",CS,COMPUTER SCIENCE AND ENGINEERING,189.0,186,182.5,182,,,145.5,144,99
4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",PR,PRODUCTION ENGINEERING,189.0,184.55,184,181.5,,,172,164,168
2709,"Government College of Engineering (Formerly Institute of Road and Transport Technology), Vasavi College Post, Erode District 638316",CS,COMPUTER SCIENCE AND ENGINEERING,188.735,185,175,184,,,169.13,162.5,144.5
1450,"Loyola ICAM College of Engineering and Technology, Loyola College Campus, Nungambakkam, Chennai 600034",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,188.64,185.5,174,181,,,169.5,152.5,
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post, Coimbatore District 641006",BT,BIO TECHNOLOGY,188.615,184,181.5,175.5,,,160.5,166.965,
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post, Coimbatore District 641006",EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,188.5,185.5,185,181.5,,,126.5,134.5,123
1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,188.5,187,184.5,182.5,,,164.5,137.5,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",MT,METALLURGICAL ENGINEERING,188.5,180,174.5,177.5,,,165,139,
2718,"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District 641008",CD,COMPUTER SCIENCE AND DESIGN,188.5,187,187,183.5,,,154,141,
4960,"Mepco Schlenk Engineering College (Autonomous), Sivakasi, Virudhunagar District 626005",CS,COMPUTER SCIENCE AND ENGINEERING,188.5,178.5,176,170,,,125,108,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",PR,PRODUCTION ENGINEERING,188.5,184.5,182.5,183.955,,,160,157,
1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",CD,COMPUTER SCIENCE AND DESIGN,188.5,186,186,182.095,,,161,135,
