College Code,College Name,Branch Code,Branch Name,OC,BC,BCM,MBC,MBCDNC,MBCV,SC,SCA,ST
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai-602105.",MZ,Mechatronics Engineering,179.5,174,178,173,,,156,130,
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai-602105.",RM,ROBOTICS AND AUTOMATION,179.5,177,175.5,170.5,,,143.5,,
2706,"Dr Mahalingam College of Engineering and Technology (Autonomous), Mackkinaickenpatti Post, Udumalai Road, Pollachi, Coimbatore-642003.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,179.5,175.5,168,170,,,84,126,118
1304,"Easwari Engineering College (Autonomous), Bharathi Salai, Ramapuram, Chennai-600089.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,179.5,175,176,169,,,142.5,,
2709,Government College of Engineering (Formerly Institute of Road and Transport Technology) Vasavi College Post Erode District 638316,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,179.5,172.5,177,171.5,,,153,148,
4962,"National Engineering College (Autonomous), K.R. Nagar, Nalattinputhur, Kovilpatti, Tuticorin District-628503.",IT,INFORMATION TECHNOLOGY,179.5,177,176,170,,,126.5,,
1422,"SRM Valliammai Engineering College (Autonomous), S.R.M. Nagar, Kattankulathur, Chengalpattu, Kancheepuram, Chennai-603203.",AD,Artificial Intelligence and Data Science,179.5,172,163,172,,,150.5,134.5,150
2369,Government College of Engineering Chettikkarai Post Dharmapuri District 635704,CS,COMPUTER SCIENCE AND ENGINEERING,179.5,171.5,162.5,173.5,,,156,150,
2329,"Rathinam Technical Campus (Autonomous), Rathinam Techzone Campus, Pollachi Road, Eachanari, Coimbatore-641021.",AD,Artificial Intelligence and Data Science,179.315,170,165.5,162.5,,,140,168.35,161
2706,"Dr Mahalingam College of Engineering and Technology (Autonomous), Mackkinaickenpatti Post, Udumalai Road, Pollachi, Coimbatore-642003.",AD,Artificial Intelligence and Data Science,179.0,176.5,168.5,170,,,122,126.5,
1419,"Sri Sai Ram Engineering College (Autonomous), Sai Leo Nagar, Poonthandalam Village, Dharkast Post, West Tambram, Kanchipuram, Chennai-600044.",SC,Computer Science and Engineering (Cyber Security),179.0,174,172.5,175,,,154.5,113,
1317,"St. Joseph's College of Engineering (Autonomous), Jeppiaar Nagar, Old Mamallapuram Road, Kanchipuram, Chennai-600119.",IT,INFORMATION TECHNOLOGY,179.0,174.5,172,168.5,,,141.5,,122
1216,"Saveetha Engineering College (Autonomous), Saveetha Nagar, Thandalam Post, Sriperumbudur Taluk, Kancheepuram District-602105.",IT,INFORMATION TECHNOLOGY,179.0,174.5,176,168,,,142,,124
2615,Government College of Engineering (Autonomous) Karuppur Salem District 636011,ME,MECHANICAL ENGINEERING,179.0,170,171,167.5,,,157.5,151.5,144.5
2710,"Karpagam College of Engineering (Autonomous), S.F.No.758,759,760 Othakkal Mandapam, Coimbatore -641032.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,179.0,172,162.5,169.5,,,137,88,150
1419,"Sri Sai Ram Engineering College (Autonomous), Sai Leo Nagar, Poonthandalam Village, Dharkast Post, West Tambram, Kanchipuram, Chennai-600044.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),179.0,174,169,172,,,144,,122.5
1450,"Loyola-ICAM College of Engineering and Technology, Loyola College Campus, Chennai-600034.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,179.0,173.5,174,168.5,,,145.5,142,
2719,"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, NGGO Colony Post, Coimbatore-641022.",IT,INFORMATION TECHNOLOGY,179.0,178,171,174.5,,,146.5,133.5,
5901,Alagappa Chettair Government College of Engineering and Technology (Autonomous) Karaikudi Sivagangai District 630004,CE,CIVIL ENGINEERING,179.0,172,169,170,,,161.5,145,134
2702,"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,179.0,176.5,167,167,,,128,132,125
2739,"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur Via, Coimbatore-641202.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,179.0,177.5,178.5,172.5,,,139.5,140,
2764,"KPR Institute of Engineering and Technology (Autonomous), SF:204/2 & 204/4, Kollupalayam Village, Arasur Panchayat, Coimbatore-641407.",BM,BIO MEDICAL ENGINEERING,179.0,170.5,175.5,164,,,136,,149.5
2740,"Hindusthan Institute of Technology (Autonomous), Othakkalmandapam Post, Coimbatore-641032.",AD,Artificial Intelligence and Data Science,179.0,165.5,161.5,159.385,,,130,108,
3830,"K. Ramakrishnan College of Engineering (Autonomous), Kariyamanickam Road, Samayapuram, Tiruchirappalli-621112.",CS,COMPUTER SCIENCE AND ENGINEERING,179.0,169.5,170,160,,,144.5,,
1304,"Easwari Engineering College (Autonomous), Bharathi Salai, Ramapuram, Chennai-600089.",SC,Computer Science and Engineering (Cyber Security),179.0,176.5,174,172.5,,,151,104,
5010,Anna University Regional Campus - Madurai Kanyakumari National Highway Keelakuilkudi Madurai District 625019,CS,COMPUTER SCIENCE AND ENGINEERING,179.0,174,176.5,169,,,159,159.5,
2722,"Sri Krishna College of Technology (Autonomous), Kovaipudur Post, Coimbatore-641042.",CI,Computer Science and Engineering (Internet of Things),179.0,178.5,176.5,174.5,,,139.5,125,
1216,"Saveetha Engineering College (Autonomous), Saveetha Nagar, Thandalam Post, Sriperumbudur Taluk, Kancheepuram District-602105.",AD,Artificial Intelligence and Data Science,178.545,172.5,173,167,,,140.5,151.5,
2711,"Kongu Engineering College (Autonomous), Perundurai Railway Station Road,Thoppupalayam,Perundurai, Erode-638052.",AL,Artificial Intelligence and Machine Learning,178.5,177.5,,173,,,125.5,100.5,
1324,"Sri Sai Ram Institute of Technology (Autonomous), Sai Leo Nagar, Dharkast Road, West Tambaram, Kanchipuram, Chennai-600044.",CS,COMPUTER SCIENCE AND ENGINEERING,178.5,175,169,170.5,,,142.5,,
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,TX,TEXTILE TECHNOLOGY,178.5,174.5,159,158,,,147.5,117.5,
2739,"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur Via, Coimbatore-641202.",ME,MECHANICAL ENGINEERING,178.5,172.5,174.5,166,,,137,138,
1516,Thanthai Periyar Government Institute of Technology Bagayam Vellore District 632002,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,178.5,172,169,173.5,,,151.5,129,166
5986,"Velammal College of Engineering and Technology (Autonomous), Velammal Nagar, Viraganoor, Madurai -625009.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,178.5,173.5,176,160.5,,,84,,
5986,"Velammal College of Engineering and Technology (Autonomous), Velammal Nagar, Viraganoor, Madurai -625009.",IT,INFORMATION TECHNOLOGY,178.5,176,174.5,162,,,116.5,113.5,
3464,Government College of Engineering Gandarvakottai Road Sengipatti Thanjavur District 613402,CS,COMPUTER SCIENCE AND ENGINEERING,178.5,172.5,173.5,170.5,,,160.5,157.5,152.5
1026,University College of Engineering Kancheepuram Ponnerikarai Campus NH4 Chennai-Bangalore Highway Karaipettai Village & Post Kancheepuram District 631552,CS,COMPUTER SCIENCE AND ENGINEERING,178.5,166,167,173,,,160.5,127.5,132
1304,"Easwari Engineering College (Autonomous), Bharathi Salai, Ramapuram, Chennai-600089.",IT,INFORMATION TECHNOLOGY,178.5,174.5,176,171.5,,,148,84.5,114.5
2722,"Sri Krishna College of Technology (Autonomous), Kovaipudur Post, Coimbatore-641042.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,178.5,176,168.5,169,,,129.5,,112
1304,"Easwari Engineering College (Autonomous), Bharathi Salai, Ramapuram, Chennai-600089.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),178.5,174,175,170,,,153.5,,112
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,PR,PRODUCTION ENGINEERING,178.5,172,172.5,168.5,,,157.5,155.5,176
1311,"KCG college of Technology (Autonomous), Rajiv Gandhi Salai, Karapakkam, Chennai-600097.",AO,AEROSPACE ENGINEERING,178.5,164,148,167.5,,,150.5,,
3011,University College of Engineering Tiruchirappalli (Bharathidasan Institute of Technology) Tiruchirappalli District 620024,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,178.5,171.5,163,172.5,,,164.5,159,112.5
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai-602105.",BM,BIO MEDICAL ENGINEERING,178.0,169,163.5,161,,,136.5,,
3465,Government College of Engineering Srirangam Sethurappatti Tiruchirappalli District 620012,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,178.0,174,174.5,172,,,156.5,156.5,139.5
1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",CD,COMPUTER SCIENCE AND DESIGN,178.0,175,,174,,,139,,
2025,Anna University Regional Campus - Coimbatore Maruthamalai Main Road Navavoor Bharathiyar University Post Somayampalayam Coimbatore District 641046,EV,Electronics Engineering (VLSI Design and Technology),178.0,174.5,165,172,,,161,146,
2711,"Kongu Engineering College (Autonomous), Perundurai Railway Station Road,Thoppupalayam,Perundurai, Erode-638052.",CD,COMPUTER SCIENCE AND DESIGN,177.5,175.5,169.5,169.5,,,108.5,,
2740,"Hindusthan Institute of Technology (Autonomous), Othakkalmandapam Post, Coimbatore-641032.",CS,COMPUTER SCIENCE AND ENGINEERING,177.5,161.5,176,157.5,,,120.5,,
2751,"KGISL Institute of Technology, 365, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore-641035.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),177.5,171.5,161,161.5,,,107.5,,
2615,Government College of Engineering (Autonomous) Karuppur Salem District 636011,MT,METALLURGICAL ENGINEERING,177.5,170.5,176.5,164,,,151,162,
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",AD,Artificial Intelligence and Data Science,177.5,172,172,170,,,122.5,117,124
2764,"KPR Institute of Engineering and Technology (Autonomous), SF:204/2 & 204/4, Kollupalayam Village, Arasur Panchayat, Coimbatore-641407.",MZ,Mechatronics Engineering,177.5,172.5,166,165,,,136,117,
2719,"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, NGGO Colony Post, Coimbatore-641022.",CJ,M.Tech. Computer Science and Engineering (Integrated 5 years),177.5,174.5,170,163.5,,,133,137,
2718,"Sri Krishna College of Engineering and Technology (Autonomous), Sugunapuram, Kuniamuthur Post, Coimbatore-641008.",MZ,Mechatronics Engineering,177.5,174,171.5,166.5,,,135.5,117,119
1419,"Sri Sai Ram Engineering College (Autonomous), Sai Leo Nagar, Poonthandalam Village, Dharkast Post, West Tambram, Kanchipuram, Chennai-600044.",CI,Computer Science and Engineering (Internet of Things),177.5,171,166,168.5,,,140.5,,
1112,"R.M.D. Engineering College (Autonomous), R.S.M. Nagar, Gummidipoondi Taluk, Kavaraipettai, Thiruvallur-601206.",IT,INFORMATION TECHNOLOGY,177.5,173,166.5,170,,,139,113,
2726,"SNS College of Technology (Autonomous), Sathy Main Road, Vazhiyampalayam, Saravanampatti Post, Coimbatore-641035.",AO,AEROSPACE ENGINEERING,177.315,163.5,,152,,,,,
2719,"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, NGGO Colony Post, Coimbatore-641022.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,177.0,172.5,170.5,164.5,,,120,,
2718,"Sri Krishna College of Engineering and Technology (Autonomous), Sugunapuram, Kuniamuthur Post, Coimbatore-641008.",ME,MECHANICAL ENGINEERING,177.0,172.5,169,165.5,,,133.5,110,136
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti, Coimbatore-641049.",CE,CIVIL ENGINEERING,177.0,174.5,161.5,164.5,,,141.5,149,154.5
1112,"R.M.D. Engineering College (Autonomous), R.S.M. Nagar, Gummidipoondi Taluk, Kavaraipettai, Thiruvallur-601206.",AL,Artificial Intelligence and Machine Learning,177.0,172.5,171.5,167,,,140,,132
1112,"R.M.D. Engineering College (Autonomous), R.S.M. Nagar, Gummidipoondi Taluk, Kavaraipettai, Thiruvallur-601206.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,177.0,174,162.5,167.5,,,143,111.5,
5009,Government College of Engineering Melachokkanathapuram Bodinayakkanur Theni District 625582,CS,COMPUTER SCIENCE AND ENGINEERING,177.0,171,174.5,169,,,155,122.5,149.85
4960,"Mepco Schlenk Engineering College (Autonomous), Sivakasi,Mepco Engineering College Post,Virudhunagar District-626005.",AD,Artificial Intelligence and Data Science,177.0,172.5,169.5,161,,,118.5,,
1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",EV,Electronics Engineering (VLSI Design and Technology),177.0,171,166,170,,,139.5,,
4960,"Mepco Schlenk Engineering College (Autonomous), Sivakasi,Mepco Engineering College Post,Virudhunagar District-626005.",IT,INFORMATION TECHNOLOGY,177.0,174,166.5,163.5,,,130,,
2603,Government College of Engineering (Autonomous) Bargur Krishnagiri District 635104,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,176.5,171,159.5,169,,,158.5,149.5,157
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,PS,PRODUCTION ENGINEERING (SANDWICH) (SS),176.5,173,154,168.5,,,147,123.5,124
2751,"KGISL Institute of Technology, 365, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore-641035.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,176.5,169.5,164,159,,,,,
2706,"Dr Mahalingam College of Engineering and Technology (Autonomous), Mackkinaickenpatti Post, Udumalai Road, Pollachi, Coimbatore-642003.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),176.5,175.5,,169.5,,,127,125.5,
2751,"KGISL Institute of Technology, 365, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore-641035.",SC,Computer Science and Engineering (Cyber Security),176.5,171,168.5,160,,,121.5,89,
2706,"Dr Mahalingam College of Engineering and Technology (Autonomous), Mackkinaickenpatti Post, Udumalai Road, Pollachi, Coimbatore-642003.",SC,Computer Science and Engineering (Cyber Security),176.5,174.5,174.5,167.5,,,120.5,,
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,ID,Interior Design (SS),176.5,170.5,,167,,,144,107,
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti, Coimbatore-641049.",AU,AUTOMOBILE ENGINEERING,176.5,173,164.5,166.5,,,133,143,
2711,"Kongu Engineering College (Autonomous), Perundurai Railway Station Road,Thoppupalayam,Perundurai, Erode-638052.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,176.5,174,160.5,165.5,,,106.5,149,
2025,Anna University Regional Campus - Coimbatore Maruthamalai Main Road Navavoor Bharathiyar University Post Somayampalayam Coimbatore District 641046,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,176.5,172,167.5,166,,,156.5,152,172.5
5986,"Velammal College of Engineering and Technology (Autonomous), Velammal Nagar, Viraganoor, Madurai -625009.",SC,Computer Science and Engineering (Cyber Security),176.5,173.5,172.5,154,,,121.5,,
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai-602105.",CH,CHEMICAL ENGINEERING,176.5,160.5,,165,,,152.5,,
1317,"St. Joseph's College of Engineering (Autonomous), Jeppiaar Nagar, Old Mamallapuram Road, Kanchipuram, Chennai-600119.",AD,Artificial Intelligence and Data Science,176.5,171.5,167.5,166.5,,,135.5,,105.5
1324,"Sri Sai Ram Institute of Technology (Autonomous), Sai Leo Nagar, Dharkast Road, West Tambaram, Kanchipuram, Chennai-600044.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,176.5,172.5,166,171,,,133.5,,
1422,"SRM Valliammai Engineering College (Autonomous), S.R.M. Nagar, Kattankulathur, Chengalpattu, Kancheepuram, Chennai-603203.",IT,INFORMATION TECHNOLOGY,176.0,171.5,171,169.5,,,151.5,104.5,
5910,"PSNA College of Engineering and Technology (Autonomous), Kothandaraman Nagar, Muthanampatti (PO), Dindigul-624622.",AD,Artificial Intelligence and Data Science,176.0,172.5,174,162.5,,,120.5,,
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,FY,FASHION TECHNOLOGY (SS),176.0,170.5,153,157.5,,,133.5,126,110
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai-602105.",BT,BIO TECHNOLOGY,176.0,169.5,170,157,,,138,123.5,125
2735,"Karpagam Institute of Technology (Autonomous), S.F. NO. 247,248, L&T Bypass Road, Seerapalayam Village, Bodipalayam Post, Coimbatore-641105.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,176.0,173,164.5,170.5,,,133,130,100
1317,"St. Joseph's College of Engineering (Autonomous), Jeppiaar Nagar, Old Mamallapuram Road, Kanchipuram, Chennai-600119.",SC,Computer Science and Engineering (Cyber Security),176.0,173,167,167.5,,,141,,
1149,"St. Joseph's Institute of Technology (Autonomous), Jeppiaar Nagar, Old Mamallapuram Road, Kanchipuram, Chennai-600119.",CS,COMPUTER SCIENCE AND ENGINEERING,176.0,169,168,164,,,135,,
3011,University College of Engineering Tiruchirappalli (Bharathidasan Institute of Technology) Tiruchirappalli District 620024,AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),176.0,169,162.5,169.5,,,162.5,155.5,
4020,Anna University Regional Campus - Tirunelveli Trivandrum Road Palayamkottai Tirunelveli District 627007,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,175.5,167.5,170.5,161.5,,,149.5,123,
2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,TX,TEXTILE TECHNOLOGY,175.5,164,154.5,160.5,,,164,119,
1216,"Saveetha Engineering College (Autonomous), Saveetha Nagar, Thandalam Post, Sriperumbudur Taluk, Kancheepuram District-602105.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,175.5,171,169.5,165.5,,,141.5,,126.5
2736,"Dr N.G.P. Institute of Technology (Autonomous), Dr. N.G.P. Nagar, Kalapatti Road, Coimbatore-641048.",SC,Computer Science and Engineering (Cyber Security),175.5,172,162.5,164.5,,,119.5,,
2740,"Hindusthan Institute of Technology (Autonomous), Othakkalmandapam Post, Coimbatore-641032.",IT,INFORMATION TECHNOLOGY,175.5,158.5,151.5,157,,,122.5,116,
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai-602105.",ME,MECHANICAL ENGINEERING,175.5,170,167.5,166,,,144.5,,111.5
2702,"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,175.5,174,172,166,,,118,127,
1112,"R.M.D. Engineering College (Autonomous), R.S.M. Nagar, Gummidipoondi Taluk, Kavaraipettai, Thiruvallur-601206.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,175.5,173,,165.275,,,137.5,,
4971,"St. Xavier's Catholic College of Engineering (Autonomous), Chunkankadai, Kanyakumari District, Nagercoil-629003.",CS,COMPUTER SCIENCE AND ENGINEERING,175.5,158.5,154.5,149.5,,,,,
1304,"Easwari Engineering College (Autonomous), Bharathi Salai, Ramapuram, Chennai-600089.",CD,COMPUTER SCIENCE AND DESIGN,175.5,170,173.5,168.5,,,145.5,,
2736,"Dr N.G.P. Institute of Technology (Autonomous), Dr. N.G.P. Nagar, Kalapatti Road, Coimbatore-641048.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,175.5,170.5,162,159,,,100.5,,130
1422,"SRM Valliammai Engineering College (Autonomous), S.R.M. Nagar, Kattankulathur, Chengalpattu, Kancheepuram, Chennai-603203.",CY,Cyber Security,175.0,168.5,169.5,166,,,145.5,152,
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",IT,INFORMATION TECHNOLOGY,175.0,171,163.5,170.5,,,126.5,119,134.5
4974,Government College of Engineering Tirunelveli District 627007,CE,CIVIL ENGINEERING,175.0,165,172.5,161.5,,,164,108.5,
3819,"Saranathan College of Engineering (Autonomous), Venkateswara Nagar, Edamalaipattipudur Post, Panjappur Village, Srirangam Taluk, Tiruchirappalli-620012.",AD,Artificial Intelligence and Data Science,175.0,164.5,163.5,153,,,132,139,
5010,Anna University Regional Campus - Madurai Kanyakumari National Highway Keelakuilkudi Madurai District 625019,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,175.0,168.5,172,166.5,,,150,141.5,142.5
3011,University College of Engineering Tiruchirappalli (Bharathidasan Institute of Technology) Tiruchirappalli District 620024,CF,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),175.0,168,162,170.5,,,155,129.5,
2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,CR,CERAMIC TECHNOLOGY (SS),175.0,166.5,155.5,168,,,149.5,130.5,175.5
2618,"Sona College of Technology (Autonomous), Sona Nagar, Thiagarajar Polytechnic College Road, Suramangalam (P.O),Salem District-636005.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,175.0,170,164.5,167,,,125,129,108
1216,"Saveetha Engineering College (Autonomous), Saveetha Nagar, Thandalam Post, Sriperumbudur Taluk, Kancheepuram District-602105.",CI,Computer Science and Engineering (Internet of Things),175.0,170.5,173,166,,,139.5,,
1419,"Sri Sai Ram Engineering College (Autonomous), Sai Leo Nagar, Poonthandalam Village, Dharkast Post, West Tambram, Kanchipuram, Chennai-600044.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,175.0,169.5,163.5,169.5,,,139.5,,
1324,"Sri Sai Ram Institute of Technology (Autonomous), Sai Leo Nagar, Dharkast Road, West Tambaram, Kanchipuram, Chennai-600044.",SC,Computer Science and Engineering (Cyber Security),174.5,171.5,169.5,165.5,,,141.5,,
2736,"Dr N.G.P. Institute of Technology (Autonomous), Dr. N.G.P. Nagar, Kalapatti Road, Coimbatore-641048.",IT,INFORMATION TECHNOLOGY,174.5,172.5,159,166.5,,,97,,94
2656,"Builders Engineering College (Autonomous), EBET Knowledge Park, Erode Road Nathakadaiyur, Kangeyam, Tiruppur-638108.",CS,COMPUTER SCIENCE AND ENGINEERING,174.5,142,,142.5,,,101.5,155.5,
1432,"Rajalakshmi Institute of Technology (Autonomous), Bangalore Highway Road, Kuthambakkam, Chennai-600124.",BT,BIO TECHNOLOGY,174.5,168,157,158,,,135.5,,
1419,"Sri Sai Ram Engineering College (Autonomous), Sai Leo Nagar, Poonthandalam Village, Dharkast Post, West Tambram, Kanchipuram, Chennai-600044.",CJ,M.Tech. Computer Science and Engineering (Integrated 5 years),174.5,170,164.5,165,,,140,135.5,
2751,"KGISL Institute of Technology, 365, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore-641035.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,174.5,170,154.5,158,,,,110.5,
1324,"Sri Sai Ram Institute of Technology (Autonomous), Sai Leo Nagar, Dharkast Road, West Tambaram, Kanchipuram, Chennai-600044.",AD,Artificial Intelligence and Data Science,174.5,171,165,168,,,150.5,,130.5
2369,Government College of Engineering Chettikkarai Post Dharmapuri District 635704,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,174.5,169,157.5,169,,,146.5,137,
1324,"Sri Sai Ram Institute of Technology (Autonomous), Sai Leo Nagar, Dharkast Road, West Tambaram, Kanchipuram, Chennai-600044.",IT,INFORMATION TECHNOLOGY,174.5,171,169.5,168,,,142.5,,
5910,"PSNA College of Engineering and Technology (Autonomous), Kothandaraman Nagar, Muthanampatti (PO), Dindigul-624622.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,174.5,169,168,159.5,,,112.5,,
2608,"M.Kumarasamy College of Engineering (Autonomous), Thalavapalayam Post,Punjai Thottakkurichi Village, Karur Tk, Karur-639113.",CS,COMPUTER SCIENCE AND ENGINEERING,174.5,169,130.5,155.5,,,,,
2615,Government College of Engineering (Autonomous) Karuppur Salem District 636011,CE,CIVIL ENGINEERING,174.0,165.5,168.5,168,,,156.5,146,155
1219,"Sri Venkateswara College of Engineering (Autonomous), Post Bag No.3, Pennalur, Sriperumbudur, Kanchipuram-602105.",CH,CHEMICAL ENGINEERING,174.0,161.5,171,165,,,153,167,
1450,"Loyola-ICAM College of Engineering and Technology, Loyola College Campus, Chennai-600034.",ME,MECHANICAL ENGINEERING,174.0,171.5,157,162.5,,,163.5,,
1216,"Saveetha Engineering College (Autonomous), Saveetha Nagar, Thandalam Post, Sriperumbudur Taluk, Kancheepuram District-602105.",AL,Artificial Intelligence and Machine Learning,174.0,169.5,169,164,,,140.5,,141.5
1324,"Sri Sai Ram Institute of Technology (Autonomous), Sai Leo Nagar, Dharkast Road, West Tambaram, Kanchipuram, Chennai-600044.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),174.0,169,170.5,166.5,,,142,,
1219,"Sri Venkateswara College of Engineering (Autonomous), Post Bag No.3, Pennalur, Sriperumbudur, Kanchipuram-602105.",ME,MECHANICAL ENGINEERING,174.0,168,171.5,165,,,157.5,105.5,
5,Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,CS,COMPUTER SCIENCE AND ENGINEERING,174.0,155.5,144,153.5,,,157,115.5,156
2764,"KPR Institute of Engineering and Technology (Autonomous), SF:204/2 & 204/4, Kollupalayam Village, Arasur Panchayat, Coimbatore-641407.",CH,CHEMICAL ENGINEERING,174.0,164.5,,157.5,,,130,,
2719,"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, NGGO Colony Post, Coimbatore-641022.",EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,174.0,168,172,160,,,125.5,112,
2764,"KPR Institute of Engineering and Technology (Autonomous), SF:204/2 & 204/4, Kollupalayam Village, Arasur Panchayat, Coimbatore-641407.",ME,MECHANICAL ENGINEERING,174.0,169.5,168,162.5,,,130.5,114.5,141.5
1304,"Easwari Engineering College (Autonomous), Bharathi Salai, Ramapuram, Chennai-600089.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,173.5,171.5,171,169.5,,,146,122.5,
2708,"Hindusthan College of Engineering and Technology(Autonomous), Othakkalmandapam Village, Coimbatore South Taluk, Coimbatore District-641032.",CS,COMPUTER SCIENCE AND ENGINEERING,173.5,165,158.5,161.5,,,134,126.5,132
1422,"SRM Valliammai Engineering College (Autonomous), S.R.M. Nagar, Kattankulathur, Chengalpattu, Kancheepuram, Chennai-603203.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,173.5,168,167.5,167,,,142.5,,
2719,"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, NGGO Colony Post, Coimbatore-641022.",AE,AERONAUTICAL ENGINEERING,173.5,166.5,,168,,,123,119.5,
2734,"SNS College of Engineering (Autonomous), Sathy Main Road, Kurumbapalayam Post, Coimbatore-641107.",SB,Computer Science and Engineering (Internet of Things and Cyber Security including Block Chain Technology),173.5,156,139.5,150.5,,,,104.5,157
